RCId,Cid,OrderTime,ScheduleTime,OrderStatus,score,id
2295,3110,2021-07-05 17:00:37.359469,"{'2021-07-06': ['16', '17']}",0,,8891
2295,3084,2021-07-24 02:09:58.302389,"{'2021-07-25': ['18', '20']}",0,,8890
2295,3085,2021-07-24 04:51:01.175600,"{'2021-07-27': ['19', '21']}",0,,8892
2296,3135,2021-07-08 03:52:21.434984,"{'2021-07-15': ['15', '16']}",0,,8893
2297,3147,2021-07-23 07:19:45.458260,"{'2021-07-29': ['22', '23']}",0,,8894
2298,3004,2021-07-12 22:32:57.080789,"{'2021-07-18': ['10', '12']}",0,,8895
2299,3037,2021-07-22 21:41:51.136618,"{'2021-07-26': ['10', '12']}",0,,8899
2299,3045,2021-07-31 15:12:15.621364,"{'2021-08-05': ['16', '18']}",0,,8898
2299,3114,2021-07-31 21:04:49.902490,"{'2021-08-02': ['17', '19']}",0,,8896
2299,3076,2021-08-12 18:19:52.423596,"{'2021-08-17': ['10', '13']}",0,,8897
2300,3078,2021-07-05 12:34:06.479689,"{'2021-07-08': ['17', '18']}",0,,8901
2300,3136,2021-07-09 03:55:26.017908,"{'2021-07-15': ['18', '19']}",0,,8902
2300,3047,2021-07-29 16:22:38.460723,"{'2021-08-04': ['16', '17']}",0,,8903
2300,3144,2021-08-10 04:49:20.025669,"{'2021-08-12': ['14', '17']}",0,,8904
2300,3125,2021-08-16 23:48:20.386946,"{'2021-08-22': ['13', '16']}",0,,8900
2301,3045,2021-07-01 23:38:29.574055,"{'2021-07-04': ['15', '18']}",0,,8906
2301,3069,2021-08-04 14:10:42.636318,"{'2021-08-07': ['19', '22']}",0,,8907
2301,3000,2021-08-08 16:16:19.168337,"{'2021-08-13': ['9', '10']}",0,,8905
2302,3063,2021-07-06 14:09:09.441990,"{'2021-07-09': ['13', '14']}",0,,8909
2302,3107,2021-08-01 18:59:39.507429,"{'2021-08-08': ['19', '21']}",0,,8908
2303,3062,2021-07-07 20:24:40.622555,"{'2021-07-12': ['18', '19']}",0,,8912
2303,3126,2021-07-12 21:16:00.533655,"{'2021-07-18': ['11', '12']}",0,,8913
2303,3032,2021-08-02 02:43:51.530484,"{'2021-08-06': ['14', '15']}",0,,8910
2303,3141,2021-08-12 00:53:29.798784,"{'2021-08-18': ['11', '12']}",0,,8911
2304,3050,2021-07-29 13:47:44.949133,"{'2021-07-31': ['14', '16']}",0,,8914
2305,3047,2021-07-02 06:07:08.629756,"{'2021-07-06': ['12', '14']}",0,,8915
2306,3009,2021-07-10 12:09:03.902924,"{'2021-07-14': ['17', '19']}",0,,8918
2306,3126,2021-08-15 18:10:56.123861,"{'2021-08-18': ['19', '20']}",0,,8917
2306,3070,2021-08-19 06:18:58.380148,"{'2021-08-25': ['15', '16']}",0,,8916
2307,3150,2021-07-07 00:38:50.223009,"{'2021-07-12': ['20', '21']}",0,,8921
2307,3063,2021-07-25 05:59:00.652336,"{'2021-07-27': ['20', '21']}",0,,8920
2307,3118,2021-08-02 15:03:39.946268,"{'2021-08-06': ['14', '16']}",0,,8919
2308,3067,2021-07-30 20:19:38.869690,"{'2021-08-03': ['18', '20']}",0,,8922
2308,3107,2021-08-04 05:10:50.157428,"{'2021-08-06': ['16', '19']}",0,,8923
2309,3067,2021-07-17 00:40:50.211481,"{'2021-07-19': ['13', '14']}",0,,8927
2309,3072,2021-07-18 10:02:23.791286,"{'2021-07-19': ['17', '20']}",0,,8924
2309,3137,2021-07-29 03:03:55.358641,"{'2021-08-05': ['10', '13']}",0,,8926
2309,3063,2021-08-06 06:05:29.858317,"{'2021-08-11': ['14', '16']}",0,,8928
2309,3140,2021-08-09 04:39:59.281122,"{'2021-08-14': ['11', '12']}",0,,8925
2310,3093,2021-08-05 08:57:08.174347,"{'2021-08-10': ['15', '16']}",0,,8930
2310,3045,2021-08-13 13:07:12.315463,"{'2021-08-18': ['17', '19']}",0,,8929
2311,3070,2021-08-12 01:50:16.011559,"{'2021-08-13': ['17', '19']}",0,,8931
2312,3053,2021-07-13 18:47:18.163294,"{'2021-07-15': ['11', '12']}",0,,8934
2312,3135,2021-07-15 08:53:57.821526,"{'2021-07-18': ['13', '14']}",0,,8933
2312,3122,2021-07-24 11:35:51.947905,"{'2021-07-30': ['18', '19']}",0,,8932
2312,3040,2021-08-05 17:05:32.253000,"{'2021-08-09': ['14', '17']}",0,,8935
2312,3016,2021-08-14 00:53:22.199872,"{'2021-08-18': ['15', '18']}",0,,8936
2313,3104,2021-07-17 03:31:35.643686,"{'2021-07-20': ['13', '15']}",0,,8937
2313,3125,2021-07-22 03:35:27.968329,"{'2021-07-23': ['10', '13']}",0,,8938
2313,3151,2021-08-13 21:05:22.250096,"{'2021-08-18': ['16', '17']}",0,,8939
2313,3114,2021-08-14 07:17:51.867389,"{'2021-08-16': ['13', '14']}",0,,8940
2313,3112,2021-08-15 09:24:18.391899,"{'2021-08-17': ['16', '19']}",0,,8941
2314,3078,2021-07-02 23:33:34.663094,"{'2021-07-05': ['12', '13']}",0,,8945
2314,3031,2021-07-25 12:47:31.579307,"{'2021-08-01': ['14', '17']}",0,,8944
2314,3126,2021-08-06 12:40:41.274040,"{'2021-08-13': ['13', '16']}",0,,8942
2314,3090,2021-08-07 22:34:37.694634,"{'2021-08-09': ['14', '16']}",0,,8946
2314,3130,2021-08-10 18:05:16.770522,"{'2021-08-16': ['18', '19']}",0,,8943
2315,3133,2021-07-05 22:03:10.452497,"{'2021-07-08': ['14', '16']}",0,,8947
2315,3101,2021-07-06 07:54:25.716911,"{'2021-07-07': ['12', '15']}",0,,8948
2315,3053,2021-07-08 07:42:28.238762,"{'2021-07-13': ['11', '13']}",0,,8949
2315,3001,2021-08-07 08:15:11.218558,"{'2021-08-09': ['10', '11']}",0,,8950
2316,3098,2021-07-12 17:55:59.810854,"{'2021-07-18': ['11', '12']}",0,,8951
2317,3141,2021-07-13 19:21:00.020225,"{'2021-07-19': ['14', '16']}",0,,8952
2317,3106,2021-07-14 19:43:39.664489,"{'2021-07-20': ['16', '17']}",0,,8953
2317,3059,2021-08-13 17:25:50.422590,"{'2021-08-14': ['16', '18']}",0,,8955
2317,3004,2021-08-17 00:41:12.214967,"{'2021-08-23': ['17', '19']}",0,,8954
2318,3084,2021-07-04 14:22:53.948536,"{'2021-07-11': ['18', '20']}",0,,8958
2318,3043,2021-08-10 01:46:47.986197,"{'2021-08-12': ['19', '20']}",0,,8957
2318,3067,2021-08-14 08:24:55.856232,"{'2021-08-18': ['11', '14']}",0,,8956
2319,3005,2021-07-03 06:37:03.662338,"{'2021-07-05': ['10', '13']}",0,,8961
2319,3051,2021-07-12 17:25:06.115566,"{'2021-07-15': ['19', '20']}",0,,8959
2319,3055,2021-08-19 15:02:09.022759,"{'2021-08-24': ['13', '15']}",0,,8960
2320,3006,2021-07-24 11:26:44.385695,"{'2021-07-27': ['15', '16']}",0,,8962
2320,3093,2021-08-02 10:26:17.525488,"{'2021-08-06': ['18', '20']}",0,,8965
2320,3135,2021-08-17 11:57:59.983471,"{'2021-08-18': ['15', '18']}",0,,8964
2320,3097,2021-08-17 21:56:37.317250,"{'2021-08-23': ['19', '20']}",0,,8963
2321,3065,2021-07-22 09:46:40.363055,"{'2021-07-26': ['19', '20']}",0,,8966
2321,3005,2021-07-29 15:57:59.219273,"{'2021-07-30': ['17', '20']}",0,,8967
2322,3060,2021-07-11 15:54:25.940031,"{'2021-07-18': ['19', '21']}",0,,8968
2323,3109,2021-07-11 06:22:59.640998,"{'2021-07-14': ['17', '20']}",0,,8969
2323,3019,2021-07-27 14:25:04.769515,"{'2021-07-30': ['10', '13']}",0,,8970
2323,3137,2021-08-15 08:56:37.402853,"{'2021-08-17': ['13', '16']}",0,,8971
2323,3108,2021-08-15 16:44:21.658926,"{'2021-08-22': ['12', '14']}",0,,8972
2324,3090,2021-07-04 20:20:38.649994,"{'2021-07-06': ['14', '15']}",0,,8975
2324,3115,2021-07-14 21:02:14.572410,"{'2021-07-19': ['10', '11']}",0,,8974
2324,3148,2021-07-19 10:35:17.632975,"{'2021-07-25': ['14', '17']}",0,,8976
2324,3096,2021-07-25 20:30:01.144760,"{'2021-07-26': ['17', '19']}",0,,8973
2324,3046,2021-08-13 22:59:30.657163,"{'2021-08-16': ['12', '14']}",0,,8977
2325,3096,2021-07-13 14:53:46.276324,"{'2021-07-17': ['12', '14']}",0,,8978
2326,3043,2021-07-08 15:09:53.807639,"{'2021-07-14': ['16', '18']}",0,,8981
2326,3107,2021-07-19 01:33:32.114249,"{'2021-07-23': ['19', '21']}",0,,8979
2326,3150,2021-07-29 08:41:01.648370,"{'2021-08-02': ['16', '19']}",0,,8982
2326,3108,2021-08-15 09:19:49.280349,"{'2021-08-17': ['13', '14']}",0,,8980
2326,3094,2021-08-18 01:00:38.678122,"{'2021-08-25': ['21', '23']}",0,,8983
2327,3029,2021-07-02 16:40:55.394895,"{'2021-07-09': ['12', '13']}",0,,8986
2327,3109,2021-07-09 04:02:37.785400,"{'2021-07-15': ['10', '11']}",0,,8985
2327,3102,2021-07-31 05:04:34.198039,"{'2021-08-05': ['13', '16']}",0,,8984
2328,3028,2021-07-24 09:16:29.419175,"{'2021-07-27': ['17', '19']}",0,,8987
2328,3030,2021-08-17 22:33:23.074622,"{'2021-08-19': ['16', '17']}",0,,8988
2329,3149,2021-07-15 00:13:19.629346,"{'2021-07-20': ['18', '21']}",0,,8990
2329,3042,2021-07-25 11:54:28.908655,"{'2021-07-30': ['16', '18']}",0,,8991
2329,3132,2021-07-28 05:21:45.027589,"{'2021-07-31': ['19', '21']}",0,,8989
2329,3075,2021-08-01 09:44:51.519717,"{'2021-08-07': ['9', '10']}",0,,8993
2329,3098,2021-08-09 01:55:05.513423,"{'2021-08-14': ['18', '21']}",0,,8992
2330,3081,2021-07-16 00:26:25.836572,"{'2021-07-17': ['14', '16']}",0,,8994
2331,3131,2021-07-06 01:51:40.276149,"{'2021-07-12': ['10', '13']}",0,,8997
2331,3105,2021-07-11 05:53:46.432648,"{'2021-07-16': ['15', '18']}",0,,8999
2331,3020,2021-07-15 16:38:21.972180,"{'2021-07-22': ['12', '13']}",0,,8996
2331,3122,2021-07-30 17:59:14.593022,"{'2021-08-05': ['13', '15']}",0,,8998
2331,3148,2021-08-04 21:39:15.297374,"{'2021-08-09': ['13', '15']}",0,,8995
2332,3074,2021-07-31 01:01:32.678368,"{'2021-08-02': ['11', '12']}",0,,9000
2333,3144,2021-07-06 16:03:51.978854,"{'2021-07-07': ['11', '14']}",0,,9001
2333,3011,2021-07-14 21:39:21.264901,"{'2021-07-19': ['18', '20']}",0,,9002
2333,3030,2021-07-18 23:07:59.571202,"{'2021-07-25': ['11', '12']}",0,,9003
2333,3016,2021-08-12 23:20:01.300942,"{'2021-08-16': ['15', '18']}",0,,9004
2333,3069,2021-08-13 06:31:05.186711,"{'2021-08-14': ['19', '21']}",0,,9005
2334,3015,2021-07-09 02:02:52.775880,"{'2021-07-14': ['11', '13']}",0,,9006
2334,3051,2021-08-08 16:02:31.156259,"{'2021-08-15': ['13', '15']}",0,,9007
2334,3133,2021-08-17 06:09:20.033126,"{'2021-08-21': ['12', '15']}",0,,9008
2335,3095,2021-08-10 07:14:59.564426,"{'2021-08-15': ['19', '20']}",0,,9009
2336,3030,2021-07-03 04:37:41.656170,"{'2021-07-10': ['10', '11']}",0,,9012
2336,3049,2021-07-03 09:19:09.962105,"{'2021-07-10': ['13', '16']}",0,,9010
2336,3106,2021-07-25 04:32:58.676143,"{'2021-07-30': ['15', '17']}",0,,9011
2337,3017,2021-07-13 04:30:03.687425,"{'2021-07-18': ['19', '20']}",0,,9017
2337,3022,2021-07-17 06:31:38.770917,"{'2021-07-23': ['11', '12']}",0,,9013
2337,3114,2021-07-23 05:47:06.390185,"{'2021-07-30': ['10', '13']}",0,,9015
2337,3114,2021-07-27 23:55:05.407409,"{'2021-08-02': ['16', '17']}",0,,9014
2337,3032,2021-08-02 12:37:09.981664,"{'2021-08-06': ['18', '19']}",0,,9016
2338,3128,2021-07-19 13:17:09.662344,"{'2021-07-21': ['14', '17']}",0,,9019
2338,3063,2021-07-28 10:35:53.141359,"{'2021-08-03': ['12', '15']}",0,,9021
2338,3101,2021-08-14 12:10:45.658169,"{'2021-08-16': ['20', '21']}",0,,9020
2338,3151,2021-08-19 10:48:59.391834,"{'2021-08-24': ['14', '15']}",0,,9018
2339,3111,2021-07-12 01:30:00.739531,"{'2021-07-14': ['20', '21']}",0,,9022
2340,3094,2021-07-12 14:52:37.197787,"{'2021-07-14': ['11', '14']}",0,,9023
2341,3053,2021-07-02 09:45:57.389246,"{'2021-07-07': ['17', '20']}",0,,9026
2341,3124,2021-07-02 13:24:56.466696,"{'2021-07-03': ['10', '12']}",0,,9027
2341,3098,2021-07-14 07:53:41.147856,"{'2021-07-19': ['16', '17']}",0,,9025
2341,3020,2021-08-02 11:33:31.502687,"{'2021-08-08': ['16', '18']}",0,,9024
2342,3041,2021-07-03 20:57:37.518707,"{'2021-07-09': ['15', '17']}",0,,9028
2342,3087,2021-07-12 06:49:11.335498,"{'2021-07-19': ['11', '13']}",0,,9029
2342,3123,2021-07-30 01:26:02.684756,"{'2021-08-06': ['17', '19']}",0,,9030
2342,3064,2021-08-02 17:56:05.816508,"{'2021-08-04': ['19', '20']}",0,,9031
2343,3045,2021-07-16 23:35:46.130054,"{'2021-07-21': ['17', '18']}",0,,9034
2343,3030,2021-07-25 01:10:09.080928,"{'2021-07-30': ['10', '13']}",0,,9032
2343,3089,2021-08-05 19:07:05.207762,"{'2021-08-08': ['14', '17']}",0,,9033
2344,3042,2021-07-15 11:06:00.718457,"{'2021-07-16': ['12', '13']}",0,,9036
2344,3089,2021-08-04 10:22:31.133052,"{'2021-08-06': ['12', '13']}",0,,9038
2344,3050,2021-08-06 02:37:34.529476,"{'2021-08-12': ['15', '18']}",0,,9035
2344,3091,2021-08-16 12:37:03.520249,"{'2021-08-22': ['19', '21']}",0,,9037
2345,3097,2021-07-08 08:34:47.854301,"{'2021-07-15': ['13', '14']}",0,,9040
2345,3074,2021-07-14 12:29:58.792320,"{'2021-07-19': ['20', '22']}",0,,9043
2345,3109,2021-07-18 23:22:46.941134,"{'2021-07-19': ['10', '13']}",0,,9041
2345,3009,2021-07-30 03:31:12.219134,"{'2021-08-01': ['15', '18']}",0,,9042
2345,3112,2021-08-10 15:37:13.448791,"{'2021-08-14': ['15', '17']}",0,,9039
2346,3093,2021-07-02 23:43:38.821216,"{'2021-07-06': ['19', '20']}",0,,9047
2346,3023,2021-07-17 12:50:28.121094,"{'2021-07-19': ['13', '14']}",0,,9046
2346,3142,2021-07-20 22:48:25.515685,"{'2021-07-21': ['10', '11']}",0,,9044
2346,3072,2021-08-01 09:50:17.323629,"{'2021-08-07': ['16', '18']}",0,,9048
2346,3033,2021-08-08 09:53:00.634154,"{'2021-08-15': ['20', '22']}",0,,9045
2347,3090,2021-07-05 11:53:58.967006,"{'2021-07-08': ['15', '18']}",0,,9049
2348,3128,2021-07-09 20:47:43.368928,"{'2021-07-10': ['17', '20']}",0,,9051
2348,3025,2021-08-01 23:16:25.325525,"{'2021-08-08': ['15', '17']}",0,,9052
2348,3109,2021-08-13 13:02:35.462180,"{'2021-08-16': ['10', '12']}",0,,9050
2349,3142,2021-07-07 12:43:13.386124,"{'2021-07-12': ['18', '19']}",0,,9053
2350,3116,2021-07-14 15:18:15.789464,"{'2021-07-15': ['19', '22']}",0,,9055
2350,3032,2021-08-03 21:37:39.359955,"{'2021-08-10': ['10', '13']}",0,,9054
2350,3098,2021-08-13 02:37:32.172985,"{'2021-08-16': ['18', '21']}",0,,9057
2350,3125,2021-08-18 01:09:42.107603,"{'2021-08-25': ['13', '14']}",0,,9056
2351,3047,2021-08-01 20:35:59.818774,"{'2021-08-04': ['13', '16']}",0,,9058
2351,3022,2021-08-09 14:39:59.378579,"{'2021-08-16': ['19', '20']}",0,,9059
2352,3059,2021-07-31 20:04:47.222348,"{'2021-08-06': ['12', '15']}",0,,9060
2352,3153,2021-08-14 23:58:15.384573,"{'2021-08-15': ['13', '14']}",0,,9061
2353,3041,2021-07-27 20:37:11.693498,"{'2021-07-28': ['9', '12']}",0,,9062
2353,3006,2021-08-02 16:45:03.228597,"{'2021-08-09': ['16', '19']}",0,,9063
2354,3076,2021-07-01 02:07:58.563139,"{'2021-07-03': ['18', '19']}",0,,9067
2354,3045,2021-07-06 00:24:54.082576,"{'2021-07-09': ['14', '15']}",0,,9065
2354,3052,2021-07-23 15:55:14.542532,"{'2021-07-27': ['16', '17']}",0,,9066
2354,3071,2021-08-08 15:11:35.962570,"{'2021-08-10': ['11', '13']}",0,,9064
2355,3028,2021-08-18 02:18:18.582639,"{'2021-08-24': ['12', '15']}",0,,9068
2356,3082,2021-07-11 20:27:07.196252,"{'2021-07-12': ['13', '15']}",0,,9069
2357,3020,2021-07-03 04:22:40.513386,"{'2021-07-10': ['15', '18']}",0,,9071
2357,3035,2021-07-10 13:58:22.308755,"{'2021-07-14': ['14', '17']}",0,,9073
2357,3084,2021-08-02 23:16:04.894770,"{'2021-08-05': ['12', '13']}",0,,9072
2357,3155,2021-08-11 05:20:41.493961,"{'2021-08-15': ['14', '17']}",0,,9074
2357,3096,2021-08-12 05:39:26.199753,"{'2021-08-19': ['22', '23']}",0,,9070
2358,3001,2021-07-24 10:43:41.229148,"{'2021-07-25': ['9', '10']}",0,,9075
2358,3018,2021-07-29 01:48:35.437130,"{'2021-08-02': ['11', '13']}",0,,9076
2359,3081,2021-07-03 12:27:05.392507,"{'2021-07-09': ['18', '19']}",0,,9077
2359,3053,2021-07-14 07:38:01.327177,"{'2021-07-20': ['10', '12']}",0,,9080
2359,3091,2021-07-16 07:12:16.622370,"{'2021-07-18': ['18', '21']}",0,,9078
2359,3150,2021-08-15 21:48:05.048297,"{'2021-08-22': ['11', '12']}",0,,9079
2360,3090,2021-07-06 11:53:34.001468,"{'2021-07-12': ['16', '18']}",0,,9083
2360,3037,2021-07-08 02:23:38.092632,"{'2021-07-14': ['16', '19']}",0,,9082
2360,3092,2021-07-11 16:01:56.864030,"{'2021-07-15': ['17', '19']}",0,,9081
2360,3124,2021-07-13 18:18:13.048088,"{'2021-07-18': ['17', '20']}",0,,9084
2360,3121,2021-08-13 14:31:13.342413,"{'2021-08-19': ['19', '20']}",0,,9085
2361,3029,2021-07-05 07:36:47.222294,"{'2021-07-09': ['19', '21']}",0,,9089
2361,3050,2021-08-06 02:13:34.267506,"{'2021-08-13': ['12', '14']}",0,,9088
2361,3025,2021-08-10 19:22:31.043056,"{'2021-08-17': ['21', '22']}",0,,9086
2361,3139,2021-08-16 12:00:52.418847,"{'2021-08-20': ['13', '14']}",0,,9087
2362,3035,2021-08-14 18:44:00.438300,"{'2021-08-18': ['12', '14']}",0,,9091
2362,3110,2021-08-14 22:30:47.792766,"{'2021-08-19': ['21', '22']}",0,,9092
2362,3040,2021-08-15 01:56:55.299877,"{'2021-08-18': ['12', '15']}",0,,9090
2363,3114,2021-08-11 02:58:24.532878,"{'2021-08-17': ['14', '16']}",0,,9093
2364,3094,2021-07-10 12:22:16.761305,"{'2021-07-16': ['16', '19']}",0,,9094
2365,3043,2021-07-29 18:41:10.248737,"{'2021-08-02': ['17', '20']}",0,,9096
2365,3135,2021-08-08 09:35:05.500793,"{'2021-08-14': ['18', '20']}",0,,9095
2365,3133,2021-08-17 06:16:26.968958,"{'2021-08-23': ['10', '11']}",0,,9097
2366,3055,2021-07-13 08:28:42.555423,"{'2021-07-16': ['14', '17']}",0,,9099
2366,3048,2021-07-20 15:46:54.549932,"{'2021-07-27': ['12', '14']}",0,,9100
2366,3015,2021-07-26 14:16:12.882781,"{'2021-07-27': ['14', '17']}",0,,9098
2367,3041,2021-07-05 03:05:53.570158,"{'2021-07-07': ['16', '18']}",0,,9101
2368,3067,2021-07-03 10:53:46.802151,"{'2021-07-04': ['16', '18']}",0,,9103
2368,3143,2021-07-12 04:38:35.364737,"{'2021-07-15': ['18', '20']}",0,,9102
2369,3050,2021-07-01 03:25:22.802998,"{'2021-07-02': ['17', '18']}",0,,9105
2369,3108,2021-08-18 10:44:06.869944,"{'2021-08-19': ['11', '14']}",0,,9104
2370,3092,2021-07-01 10:13:06.762681,"{'2021-07-07': ['14', '16']}",0,,9107
2370,3143,2021-07-22 14:38:59.686301,"{'2021-07-27': ['14', '17']}",0,,9106
2371,3082,2021-07-19 19:31:20.156751,"{'2021-07-22': ['9', '10']}",0,,9108
2372,3108,2021-07-27 00:22:44.306721,"{'2021-07-31': ['15', '18']}",0,,9110
2372,3074,2021-08-17 09:25:26.851103,"{'2021-08-20': ['18', '19']}",0,,9109
2373,3111,2021-07-01 11:39:32.365437,"{'2021-07-03': ['19', '21']}",0,,9111
2373,3023,2021-08-02 18:07:35.766964,"{'2021-08-07': ['13', '14']}",0,,9112
2374,3020,2021-07-12 06:54:05.151798,"{'2021-07-15': ['19', '20']}",0,,9116
2374,3026,2021-07-24 20:01:27.721280,"{'2021-07-31': ['19', '21']}",0,,9113
2374,3005,2021-07-30 06:11:54.756734,"{'2021-08-04': ['11', '14']}",0,,9115
2374,3001,2021-08-16 15:46:04.299265,"{'2021-08-19': ['12', '13']}",0,,9114
2375,3020,2021-07-03 21:00:05.282979,"{'2021-07-10': ['16', '18']}",0,,9119
2375,3131,2021-07-21 19:19:58.527915,"{'2021-07-28': ['21', '22']}",0,,9118
2375,3008,2021-08-01 05:53:12.027245,"{'2021-08-06': ['17', '18']}",0,,9117
2375,3101,2021-08-17 08:34:30.878311,"{'2021-08-22': ['21', '22']}",0,,9120
2376,3148,2021-07-01 21:28:17.335304,"{'2021-07-07': ['12', '15']}",0,,9121
2376,3076,2021-07-11 18:24:39.120499,"{'2021-07-13': ['19', '21']}",0,,9123
2376,3042,2021-07-14 05:56:58.099223,"{'2021-07-21': ['15', '17']}",0,,9122
2377,3122,2021-07-01 07:39:08.315225,"{'2021-07-08': ['14', '15']}",0,,9126
2377,3141,2021-07-22 13:10:28.551852,"{'2021-07-29': ['17', '18']}",0,,9127
2377,3080,2021-07-22 17:35:59.750406,"{'2021-07-26': ['14', '17']}",0,,9128
2377,3020,2021-07-27 19:12:47.829918,"{'2021-08-02': ['11', '13']}",0,,9124
2377,3082,2021-08-01 08:20:29.895505,"{'2021-08-03': ['14', '17']}",0,,9125
2378,3140,2021-08-04 01:56:54.894513,"{'2021-08-11': ['13', '14']}",0,,9129
2379,3134,2021-07-16 20:29:03.040727,"{'2021-07-20': ['11', '12']}",0,,9131
2379,3131,2021-07-24 12:47:28.372135,"{'2021-07-26': ['16', '19']}",0,,9132
2379,3056,2021-08-10 09:16:47.334648,"{'2021-08-12': ['16', '18']}",0,,9133
2379,3145,2021-08-15 16:12:00.169123,"{'2021-08-18': ['14', '15']}",0,,9130
2380,3145,2021-08-07 07:25:46.614064,"{'2021-08-10': ['9', '12']}",0,,9134
2380,3111,2021-08-16 16:17:31.808388,"{'2021-08-23': ['17', '19']}",0,,9135
2381,3114,2021-07-27 16:42:22.190215,"{'2021-08-01': ['19', '21']}",0,,9138
2381,3059,2021-08-09 13:44:00.086506,"{'2021-08-12': ['17', '18']}",0,,9137
2381,3073,2021-08-15 16:01:28.673883,"{'2021-08-17': ['20', '21']}",0,,9136
2381,3109,2021-08-18 18:33:56.841904,"{'2021-08-23': ['11', '14']}",0,,9139
2382,3092,2021-08-06 15:42:17.146972,"{'2021-08-11': ['11', '12']}",0,,9140
2383,3138,2021-07-24 19:35:32.510049,"{'2021-07-30': ['14', '17']}",0,,9141
2383,3125,2021-08-06 02:56:28.027820,"{'2021-08-08': ['16', '17']}",0,,9142
2383,3030,2021-08-17 09:55:16.307489,"{'2021-08-23': ['14', '16']}",0,,9143
2384,3130,2021-07-06 08:25:24.859826,"{'2021-07-12': ['20', '21']}",0,,9144
2384,3018,2021-07-23 07:14:35.978322,"{'2021-07-29': ['18', '20']}",0,,9145
2384,3087,2021-08-18 02:50:49.838125,"{'2021-08-22': ['20', '21']}",0,,9146
2385,3145,2021-07-02 21:33:27.233369,"{'2021-07-08': ['15', '18']}",0,,9147
2385,3148,2021-07-04 16:49:07.941200,"{'2021-07-09': ['17', '18']}",0,,9148
2385,3041,2021-07-21 16:15:08.726302,"{'2021-07-28': ['10', '11']}",0,,9150
2385,3113,2021-07-23 08:14:13.135324,"{'2021-07-29': ['19', '20']}",0,,9149
2385,3077,2021-08-08 03:46:29.063313,"{'2021-08-10': ['14', '16']}",0,,9151
2386,3019,2021-07-01 02:06:35.653399,"{'2021-07-06': ['13', '15']}",0,,9154
2386,3115,2021-07-05 12:40:19.870325,"{'2021-07-09': ['15', '17']}",0,,9152
2386,3130,2021-07-23 04:38:47.709213,"{'2021-07-30': ['12', '13']}",0,,9155
2386,3110,2021-08-08 05:13:19.128384,"{'2021-08-10': ['15', '16']}",0,,9156
2386,3035,2021-08-09 17:50:40.773463,"{'2021-08-16': ['12', '14']}",0,,9153
2387,3021,2021-07-06 04:25:13.181019,"{'2021-07-10': ['10', '13']}",0,,9161
2387,3034,2021-07-07 14:27:27.461647,"{'2021-07-09': ['16', '17']}",0,,9157
2387,3001,2021-07-14 19:44:31.357899,"{'2021-07-21': ['9', '11']}",0,,9159
2387,3105,2021-07-27 01:42:47.180241,"{'2021-08-03': ['15', '16']}",0,,9158
2387,3090,2021-08-07 09:54:18.948182,"{'2021-08-10': ['17', '18']}",0,,9160
2388,3141,2021-07-27 04:05:53.320848,"{'2021-07-30': ['13', '16']}",0,,9162
2389,3141,2021-07-09 06:57:56.014971,"{'2021-07-13': ['13', '14']}",0,,9163
2389,3114,2021-08-02 17:20:42.447694,"{'2021-08-03': ['21', '22']}",0,,9166
2389,3137,2021-08-04 16:20:22.034010,"{'2021-08-09': ['18', '19']}",0,,9165
2389,3108,2021-08-13 02:46:23.289335,"{'2021-08-14': ['21', '22']}",0,,9164
2390,3071,2021-07-09 15:56:33.377206,"{'2021-07-13': ['12', '14']}",0,,9167
2391,3066,2021-07-04 00:51:25.258780,"{'2021-07-06': ['12', '14']}",0,,9169
2391,3098,2021-07-05 06:56:48.253618,"{'2021-07-06': ['15', '17']}",0,,9170
2391,3017,2021-07-12 14:43:13.063380,"{'2021-07-15': ['15', '18']}",0,,9168
2391,3150,2021-07-18 14:41:04.274352,"{'2021-07-22': ['19', '22']}",0,,9171
2392,3010,2021-07-04 06:56:56.781041,"{'2021-07-07': ['13', '14']}",0,,9176
2392,3145,2021-07-11 16:42:39.311350,"{'2021-07-15': ['16', '18']}",0,,9173
2392,3029,2021-07-12 00:37:13.492024,"{'2021-07-15': ['11', '14']}",0,,9175
2392,3070,2021-07-29 02:31:01.847292,"{'2021-08-05': ['12', '15']}",0,,9172
2392,3130,2021-08-01 15:19:05.864420,"{'2021-08-07': ['13', '16']}",0,,9174
2393,3100,2021-07-24 21:56:08.963147,"{'2021-07-27': ['18', '20']}",0,,9178
2393,3097,2021-07-29 20:34:59.986014,"{'2021-07-30': ['14', '15']}",0,,9177
2394,3042,2021-07-11 13:44:46.182070,"{'2021-07-15': ['9', '10']}",0,,9179
2394,3005,2021-08-11 03:30:54.252542,"{'2021-08-16': ['11', '14']}",0,,9180
2395,3087,2021-07-07 08:53:06.780367,"{'2021-07-08': ['22', '23']}",0,,9181
2395,3146,2021-07-17 10:33:50.468066,"{'2021-07-20': ['12', '14']}",0,,9182
2395,3089,2021-08-01 06:23:59.070672,"{'2021-08-08': ['19', '21']}",0,,9183
2395,3135,2021-08-03 12:28:25.754192,"{'2021-08-06': ['17', '20']}",0,,9184
2396,3139,2021-07-16 10:22:01.455254,"{'2021-07-17': ['10', '11']}",0,,9185
2396,3113,2021-07-21 12:25:34.248647,"{'2021-07-28': ['17', '18']}",0,,9188
